DOCID,CUSTODIAN,CATEGORY,SUBCATEGORY,STORYLINE,KEY_DOCUMENT,CONFIDENTIALITY,SUGGESTED_PRIVILEGE,EXACT_DUPLICATE,FILENAME,SUBJECT_OR_TITLE
CROWN00001641,Archbishop Thomas Cranmer,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001642,Archbishop Thomas Cranmer,loose,docx,(loose),No,,No,No,Draft_Proclamation_cranmer070.docx,Draft Proclamation touching the victualling of the fleet
CROWN00001643,King Henry VIII,routine,concern,(routine),No,,No,No,Re the royal stables accounts.eml,Re: the royal stables accounts
CROWN00001644,Archbishop Thomas Cranmer,loose,docx,(loose),No,,No,No,Draft_Proclamation_cranmer070_rev2.docx,Draft Proclamation touching the victualling of the fleet (rev. 2)
CROWN00001645,King Henry VIII,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001646,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  19 Apr 1543.eml,Tudor Times Weekly — 19 Apr 1543
CROWN00001647,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor_Times_Weekly.pdf,Tudor Times Weekly — Full Issue
CROWN00001648,King Henry VIII,routine,request,(routine),No,,No,No,Note the Christmas revels.eml,Note: the Christmas revels
CROWN00001649,Archbishop Thomas Cranmer,routine,concern,(routine),No,Confidential,No,No,Re the tiltyard schedule.eml,Re: the tiltyard schedule
CROWN00001650,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001651,Archbishop Thomas Cranmer,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  12 May 1543.eml,Tudor Times Weekly — 12 May 1543
CROWN00001652,King Henry VIII,routine,concern,(routine),No,,No,No,Note the muster of able men in Somerset.eml,Note: the muster of able men in Somerset
CROWN00001653,King Henry VIII,routine,report,(routine),No,Confidential,No,No,The subsidy assessment for sussex  for approval.eml,The subsidy assessment for sussex — for approval
CROWN00001654,King Henry VIII,routine,request,(routine),No,,No,No,Note the progress to Hampton Court Palace.eml,Note: the progress to Hampton Court Palace
CROWN00001655,King Henry VIII,routine,logistics,(routine),No,,No,No,Note the embassy to France.eml,Note: the embassy to France
CROWN00001656,King Henry VIII,routine,logistics,(routine),No,Confidential,No,No,Note the tiltyard schedule.eml,Note: the tiltyard schedule
CROWN00001657,King Henry VIII,routine,approval,(routine),No,,No,No,Re Note the embassy to France.eml,Re: Note: the embassy to France
CROWN00001658,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Grand Joust at the Shrovetide Lists.eml,Invitation: Grand Joust at the Shrovetide Lists
CROWN00001659,King Henry VIII,noise,calendar,(noise),No,,No,No,invite.ics,Invitation — Grand Joust at the Shrovetide Lists
CROWN00001660,Archbishop Thomas Cranmer,noise,spam_vendor,(noise),No,,No,No,Tapestries Half Price  This Quarter Only.eml,Tapestries Half Price — This Quarter Only
CROWN00001661,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  23 Jun 1543.eml,Tudor Times Weekly — 23 Jun 1543
CROWN00001662,King Henry VIII,narrative,succession,Succession,No,,No,No,A question I will ask but once.eml,A question I will ask but once
CROWN00001663,Queen Catherine Parr,narrative,succession,Succession,No,,No,No,Re A question I will ask but once.eml,Re: A question I will ask but once
CROWN00001664,King Henry VIII,noise,it_notice,(noise),No,,No,No,Mailbox Quota Warning Thy Coffer is 90 Full.eml,Mailbox Quota Warning: Thy Coffer is 90% Full
CROWN00001665,King Henry VIII,narrative,succession,Succession,No,,No,No,A word about the childrens tutors.eml,A word about the children's tutors
CROWN00001666,King Henry VIII,narrative,succession,Succession,No,,No,No,Re A word about the childrens tutors.eml,Re: A word about the children's tutors
CROWN00001667,King Henry VIII,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001668,King Henry VIII,noise,it_notice,(noise),No,,No,No,Scheduled Maintenance The Royal Scriptorium Sunday 2am-6am.eml,"Scheduled Maintenance: The Royal Scriptorium (Sunday, 2am-6am)"
CROWN00001669,Archbishop Thomas Cranmer,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  31 Jul 1543.eml,Tudor Times Weekly — 31 Jul 1543
CROWN00001670,King Henry VIII,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001671,Queen Catherine Parr,noise,calendar,(noise),No,,No,No,Invitation Diplomatic Reception for the French Embassy.eml,Invitation: Diplomatic Reception for the French Embassy
CROWN00001672,Queen Catherine Parr,noise,calendar,(noise),No,,No,No,invite.ics,Invitation — Diplomatic Reception for the French Embassy
CROWN00001673,Queen Catherine Parr,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001674,Archbishop Thomas Cranmer,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001675,King Henry VIII,noise,spam_food,(noise),No,,No,No,Hungry After the Hunt We Deliver to Every Palace.eml,Hungry After the Hunt? We Deliver to Every Palace
CROWN00001676,Queen Catherine Parr,routine,logistics,(routine),No,Confidential,No,No,The purveyance of venison.eml,The purveyance of venison
CROWN00001677,Archbishop Thomas Cranmer,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001678,Queen Catherine Parr,noise,it_notice,(noise),No,,No,No,Password Rotation Required Change Thy Cipher This Month.eml,Password Rotation Required: Change Thy Cipher This Month
CROWN00001679,Archbishop Thomas Cranmer,narrative,succession,Succession,No,Internal - Privy Council,No,No,the Queens regency during the campaign further to our last.eml,the Queen's regency during the campaign (further to our last)
CROWN00001680,Archbishop Thomas Cranmer,routine,report,(routine),No,,No,No,The tiltyard schedule.eml,The tiltyard schedule
CROWN00001681,Archbishop Thomas Cranmer,routine,report,(routine),No,,No,No,Invoice_rtn-00410.xlsx,Account — the tiltyard schedule
CROWN00001682,Queen Catherine Parr,routine,report,(routine),No,,No,No,The ordnance survey  for approval.eml,The ordnance survey — for approval
CROWN00001683,King Henry VIII,routine,request,(routine),No,Confidential,No,No,The royal barge repairs quarterly.eml,The royal barge repairs (quarterly)
CROWN00001684,King Henry VIII,routine,approval,(routine),No,,No,No,Re The royal barge repairs quarterly.eml,Re: The royal barge repairs (quarterly)
CROWN00001685,Archbishop Thomas Cranmer,routine,request,(routine),No,,No,No,The progress to the palace of whitehall  for approval.eml,The progress to the palace of whitehall — for approval
CROWN00001686,Archbishop Thomas Cranmer,routine,request,(routine),No,,No,No,WorkOrder_rtn-00758.docx,Work Order — the progress to the Palace of Whitehall
CROWN00001687,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001688,King Henry VIII,routine,report,(routine),No,,No,No,Note the kitchen accounts for the quarter.eml,Note: the kitchen accounts for the quarter
CROWN00001689,King Henry VIII,routine,report,(routine),No,,No,No,Invoice_rtn-00815.xlsx,Account — the kitchen accounts for the quarter
CROWN00001690,King Henry VIII,routine,report,(routine),No,,No,No,Note the Garter ceremony arrangements.eml,Note: the Garter ceremony arrangements
CROWN00001691,King Henry VIII,routine,report,(routine),No,,No,No,Invoice_rtn-00678.xlsx,Account — the Garter ceremony arrangements
CROWN00001692,King Henry VIII,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00001693,King Henry VIII,routine,concern,(routine),No,,No,No,The works at westminster.eml,The works at westminster
CROWN00001694,King Henry VIII,routine,concern,(routine),No,,No,No,WorkOrder_rtn-00474.docx,Work Order — the works at Westminster
CROWN00001695,King Henry VIII,noise,auto_reply,(noise),No,,No,No,Automatic reply The French Embassy.eml,Automatic reply: The French Embassy
CROWN00001696,Queen Catherine Parr,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  10 Oct 1543.eml,Tudor Times Weekly — 10 Oct 1543
CROWN00001697,Archbishop Thomas Cranmer,noise,auto_reply,(noise),No,,No,No,Automatic reply The New Coinage.eml,Automatic reply: The New Coinage
CROWN00001698,King Henry VIII,routine,report,(routine),No,,No,No,The royal stables accounts.eml,The royal stables accounts
CROWN00001699,King Henry VIII,routine,approval,(routine),No,,No,No,Re The royal stables accounts.eml,Re: The royal stables accounts
CROWN00001700,Archbishop Thomas Cranmer,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001701,Archbishop Thomas Cranmer,routine,request,(routine),No,Confidential,No,No,Note the embassy to France.eml,Note: the embassy to France
CROWN00001702,Queen Catherine Parr,routine,request,(routine),No,Confidential,No,Yes,Note the embassy to France.eml,Note: the embassy to France
CROWN00001703,Queen Catherine Parr,narrative,succession,Succession,No,,No,No,A word about the Queens regency during the campaign.eml,A word about the Queen's regency during the campaign
CROWN00001704,Queen Catherine Parr,routine,logistics,(routine),No,,No,No,Note the embassy to France.eml,Note: the embassy to France
CROWN00001705,Queen Catherine Parr,routine,logistics,(routine),No,,No,No,WorkOrder_rtn-00349.docx,Work Order — the embassy to France
CROWN00001706,Queen Catherine Parr,routine,report,(routine),No,Confidential,No,No,Note the falconry mews.eml,Note: the falconry mews
CROWN00001707,Queen Catherine Parr,routine,report,(routine),No,,No,No,WorkOrder_rtn-00468.docx,Work Order — the falconry mews
CROWN00001708,Archbishop Thomas Cranmer,routine,approval,(routine),No,,No,No,Re the works at the Tower of London.eml,Re: the works at the Tower of London
CROWN00001709,Queen Catherine Parr,routine,concern,(routine),No,,No,No,The tiltyard schedule quarterly.eml,The tiltyard schedule (quarterly)
CROWN00001710,King Henry VIII,routine,concern,(routine),No,,No,Yes,The tiltyard schedule quarterly.eml,The tiltyard schedule (quarterly)
CROWN00001711,Queen Catherine Parr,routine,approval,(routine),No,,No,No,Re Note the falconry mews.eml,Re: Note: the falconry mews
CROWN00001712,Archbishop Thomas Cranmer,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  10 Nov 1543.eml,Tudor Times Weekly — 10 Nov 1543
CROWN00001713,Archbishop Thomas Cranmer,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001714,Queen Catherine Parr,routine,approval,(routine),No,,No,No,Re The tiltyard schedule quarterly.eml,Re: The tiltyard schedule (quarterly)
CROWN00001715,King Henry VIII,routine,approval,(routine),No,,No,Yes,Re The tiltyard schedule quarterly.eml,Re: The tiltyard schedule (quarterly)
CROWN00001716,King Henry VIII,noise,it_notice,(noise),No,,No,No,Reminder Mandatory Doublet  Hose Compliance Training.eml,Reminder: Mandatory Doublet & Hose Compliance Training
CROWN00001717,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001718,Archbishop Thomas Cranmer,routine,logistics,(routine),No,,No,No,The subsidy assessment for sussex.eml,The subsidy assessment for sussex
CROWN00001719,Archbishop Thomas Cranmer,routine,logistics,(routine),No,,No,No,Invoice_rtn-00841.xlsx,Account — the subsidy assessment for Sussex
CROWN00001720,King Henry VIII,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001721,Queen Catherine Parr,noise,spam_vendor,(noise),No,,No,No,New Leeches In Stock  Free Delivery on Tonics.eml,New Leeches In Stock + Free Delivery on Tonics
CROWN00001722,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Attendance Requested at Tower Green 9 oclock.eml,"Invitation: Attendance Requested at Tower Green, 9 o'clock"
CROWN00001723,Archbishop Thomas Cranmer,routine,logistics,(routine),No,Confidential,No,No,The wine shipment from gascony.eml,The wine shipment from gascony
CROWN00001724,Queen Catherine Parr,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001725,Archbishop Thomas Cranmer,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001726,Archbishop Thomas Cranmer,routine,request,(routine),No,,No,No,Re the royal barge repairs.eml,Re: the royal barge repairs
CROWN00001727,Archbishop Thomas Cranmer,loose,pdf,(loose),No,,No,No,Survey_cranmer089.pdf,Survey of Nonsuch Palace
CROWN00001728,King Henry VIII,noise,it_notice,(noise),No,,No,No,Scheduled Maintenance The Royal Scriptorium Sunday 2am-6am.eml,"Scheduled Maintenance: The Royal Scriptorium (Sunday, 2am-6am)"
CROWN00001729,Archbishop Thomas Cranmer,routine,approval,(routine),No,,No,No,Re the royal barge repairs.eml,Re: the royal barge repairs
CROWN00001730,Queen Catherine Parr,noise,it_notice,(noise),No,,No,No,Password Rotation Required Change Thy Cipher This Month.eml,Password Rotation Required: Change Thy Cipher This Month
CROWN00001731,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Attendance Requested at Tower Green 9 oclock.eml,"Invitation: Attendance Requested at Tower Green, 9 o'clock"
CROWN00001732,Queen Catherine Parr,noise,calendar,(noise),No,,No,No,Invitation Grand Joust at the Shrovetide Lists.eml,Invitation: Grand Joust at the Shrovetide Lists
CROWN00001733,Queen Catherine Parr,noise,calendar,(noise),No,,No,No,invite.ics,Invitation — Grand Joust at the Shrovetide Lists
CROWN00001734,Queen Catherine Parr,routine,logistics,(routine),No,,No,No,The tiltyard schedule  for approval.eml,The tiltyard schedule — for approval
CROWN00001735,Queen Catherine Parr,noise,auto_reply,(noise),No,,No,No,Automatic reply The Subsidy Roll.eml,Automatic reply: The Subsidy Roll
CROWN00001736,Queen Catherine Parr,narrative,succession,Succession,No,,No,No,The childrens education  plan enclosed.eml,The children's education — plan enclosed
CROWN00001737,Queen Catherine Parr,narrative,succession,Succession,No,,No,No,Royal_Household_Education_Plan.xlsx,Plan for the Education of the King's Children
CROWN00001738,Archbishop Thomas Cranmer,noise,bounce,(noise),No,,No,No,Undeliverable The Christmas Revels.eml,Undeliverable: The Christmas Revels
CROWN00001739,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Garter Ceremony.eml,Invitation: Garter Ceremony
CROWN00001740,Queen Catherine Parr,routine,report,(routine),No,,No,No,The wardrobe accounts.eml,The wardrobe accounts
CROWN00001741,Queen Catherine Parr,routine,approval,(routine),No,,No,No,Re The wardrobe accounts.eml,Re: The wardrobe accounts
CROWN00001742,Queen Catherine Parr,narrative,succession,Succession,No,,No,No,A word about the regency council.eml,A word about the regency council
CROWN00001743,Queen Catherine Parr,routine,report,(routine),No,,No,No,Re the victualling of the fleet.eml,Re: the victualling of the fleet
CROWN00001744,Queen Catherine Parr,routine,request,(routine),No,,No,No,The falconry mews quarterly.eml,The falconry mews (quarterly)
CROWN00001745,Queen Catherine Parr,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001746,Archbishop Thomas Cranmer,noise,spam_vendor,(noise),No,,No,No,New Leeches In Stock  Free Delivery on Tonics.eml,New Leeches In Stock + Free Delivery on Tonics
CROWN00001747,King Henry VIII,routine,logistics,(routine),No,,No,No,Note the tiltyard schedule.eml,Note: the tiltyard schedule
CROWN00001748,King Henry VIII,routine,request,(routine),No,,No,No,The wine shipment from gascony.eml,The wine shipment from gascony
CROWN00001749,Queen Catherine Parr,loose,txt,(loose),No,,No,No,Reading_List_catherine_parr106.txt,Reading List
CROWN00001750,Queen Catherine Parr,routine,report,(routine),No,,No,No,The purveyance of venison.eml,The purveyance of venison
CROWN00001751,Queen Catherine Parr,noise,spam_food,(noise),No,,No,No,Lenten Special  No Meat Much Cheese Still Glorious.eml,"Lenten Special — No Meat, Much Cheese, Still Glorious"
CROWN00001752,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001753,Queen Catherine Parr,loose,pdf,(loose),No,,No,No,Survey_catherine_parr136.pdf,Survey of the Palace of Whitehall
CROWN00001754,Archbishop Thomas Cranmer,routine,report,(routine),No,,No,No,The falconry mews.eml,The falconry mews
CROWN00001755,Archbishop Thomas Cranmer,routine,approval,(routine),No,,No,No,Re The falconry mews.eml,Re: The falconry mews
CROWN00001756,Queen Catherine Parr,loose,xlsx,(loose),No,Confidential,No,No,Treasury_Ledger_1544_Lady Day_catherine_parr031.xlsx,Treasury Ledger — Lady Day 1544
CROWN00001757,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,Concerning the Princes household.eml,Concerning the Prince's household
CROWN00001758,Archbishop Thomas Cranmer,noise,spam_vendor,(noise),No,,No,No,Tapestries Half Price  This Quarter Only.eml,Tapestries Half Price — This Quarter Only
CROWN00001759,Queen Catherine Parr,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  26 May 1544.eml,Tudor Times Weekly — 26 May 1544
CROWN00001760,Queen Catherine Parr,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00001761,Queen Catherine Parr,routine,request,(routine),No,,No,No,Re the New Years gift roll.eml,Re: the New Year's gift roll
CROWN00001762,King Henry VIII,routine,report,(routine),No,,No,No,Note the progress to Windsor Castle.eml,Note: the progress to Windsor Castle
CROWN00001763,King Henry VIII,routine,logistics,(routine),No,Confidential,No,No,The purveyance of venison quarterly.eml,The purveyance of venison (quarterly)
CROWN00001764,Archbishop Thomas Cranmer,routine,approval,(routine),No,,No,No,The falconry mews quarterly.eml,The falconry mews (quarterly)
CROWN00001765,Archbishop Thomas Cranmer,routine,approval,(routine),No,,No,No,WorkOrder_rtn-00439.docx,Work Order — the falconry mews
CROWN00001766,Archbishop Thomas Cranmer,routine,request,(routine),No,,No,No,Note the progress to Greenwich Palace.eml,Note: the progress to Greenwich Palace
CROWN00001767,Archbishop Thomas Cranmer,routine,report,(routine),No,Confidential,No,No,The tiltyard schedule  for approval.eml,The tiltyard schedule — for approval
CROWN00001768,King Henry VIII,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001769,Archbishop Thomas Cranmer,noise,spam_food,(noise),No,,No,No,Hungry After the Hunt We Deliver to Every Palace.eml,Hungry After the Hunt? We Deliver to Every Palace
CROWN00001770,Archbishop Thomas Cranmer,noise,spam_food,(noise),No,,No,No,Lenten Special  No Meat Much Cheese Still Glorious.eml,"Lenten Special — No Meat, Much Cheese, Still Glorious"
CROWN00001771,Queen Catherine Parr,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00001772,King Henry VIII,routine,request,(routine),No,,No,No,Re the victualling of the fleet.eml,Re: the victualling of the fleet
CROWN00001773,King Henry VIII,routine,request,(routine),No,,No,No,Invoice_rtn-00782.xlsx,Account — the victualling of the fleet
CROWN00001774,Archbishop Thomas Cranmer,routine,request,(routine),No,,No,No,The falconry mews quarterly.eml,The falconry mews (quarterly)
CROWN00001775,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  04 Sep 1544.eml,Tudor Times Weekly — 04 Sep 1544
CROWN00001776,Archbishop Thomas Cranmer,routine,approval,(routine),No,,No,No,Re the wardrobe accounts.eml,Re: the wardrobe accounts
CROWN00001777,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  08 Sep 1544.eml,Tudor Times Weekly — 08 Sep 1544
CROWN00001778,Archbishop Thomas Cranmer,narrative,succession,Succession,No,Confidential,No,No,Query on the French war accounts.eml,Query on the French war accounts
CROWN00001779,Queen Catherine Parr,loose,docx,(loose),No,,No,No,Personal_Memorandum_catherine_parr091.docx,Personal Memorandum
CROWN00001780,King Henry VIII,narrative,succession,Succession,No,,No,No,the Princes household  for your consideration.eml,the Prince's household — for your consideration
CROWN00001781,Queen Catherine Parr,noise,auto_reply,(noise),No,,No,No,Automatic reply The Subsidy Roll.eml,Automatic reply: The Subsidy Roll
CROWN00001782,Queen Catherine Parr,narrative,succession,Succession,No,Confidential,No,No,Concerning the New Years gifts.eml,Concerning the New Year's gifts
CROWN00001783,King Henry VIII,loose,png,(loose),No,,No,No,Plan_henry077.png,Plan of Richmond Palace
CROWN00001784,Queen Catherine Parr,loose,docx,(loose),No,Internal - Privy Council,No,No,Council_Notes_15440928_catherine_parr132.docx,Privy Council Notes — 28 September 1544
CROWN00001785,King Henry VIII,loose,png,(loose),No,,No,No,Plan_henry077_rev2.png,Plan of Richmond Palace (rev. 2)
CROWN00001786,Archbishop Thomas Cranmer,noise,calendar,(noise),No,,No,No,Invitation Grand Joust at the Shrovetide Lists.eml,Invitation: Grand Joust at the Shrovetide Lists
CROWN00001787,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Christmas Revels.eml,Invitation: Christmas Revels
CROWN00001788,Queen Catherine Parr,loose,xlsx,(loose),No,Confidential,No,No,Inventory_JewelHouse_catherine_parr084.xlsx,Inventory of the Jewel House
CROWN00001789,Queen Catherine Parr,loose,png,(loose),No,,No,No,Plan_catherine_parr108.png,Plan of Westminster
CROWN00001790,Queen Catherine Parr,loose,docx,(loose),No,Internal - Privy Council,No,No,Council_Notes_15441107_catherine_parr112.docx,Privy Council Notes — 07 November 1544
CROWN00001791,Queen Catherine Parr,loose,docx,(loose),No,Internal - Privy Council,No,No,Draft_Proclamation_catherine_parr141.docx,Draft Proclamation touching the muster of able men
CROWN00001792,King Henry VIII,noise,it_notice,(noise),No,,No,No,New Quill Procurement Policy  Effective Immediately.eml,New Quill Procurement Policy — Effective Immediately
CROWN00001793,Queen Catherine Parr,loose,pdf,(loose),No,,No,No,Survey_catherine_parr021.pdf,Survey of the Palace of Whitehall
CROWN00001794,King Henry VIII,routine,approval,(routine),No,,No,No,Note the Christmas revels.eml,Note: the Christmas revels
CROWN00001795,Queen Catherine Parr,loose,docx,(loose),No,,No,No,Draft_Proclamation_catherine_parr141_rev2.docx,Draft Proclamation touching the muster of able men (rev. 2)
CROWN00001796,Queen Catherine Parr,noise,calendar,(noise),No,,No,No,Invitation Privy Council  Weekly Sitting.eml,Invitation: Privy Council — Weekly Sitting
CROWN00001797,Queen Catherine Parr,loose,pdf,(loose),No,,No,No,Survey_catherine_parr105.pdf,Survey of Westminster
CROWN00001798,King Henry VIII,routine,logistics,(routine),No,,No,No,The tiltyard schedule quarterly.eml,The tiltyard schedule (quarterly)
CROWN00001799,King Henry VIII,routine,logistics,(routine),No,,No,No,Invoice_rtn-00533.xlsx,Account — the tiltyard schedule
CROWN00001800,Queen Catherine Parr,noise,spam_vendor,(noise),No,,No,No,New Leeches In Stock  Free Delivery on Tonics.eml,New Leeches In Stock + Free Delivery on Tonics
CROWN00001801,King Henry VIII,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001802,Queen Catherine Parr,routine,concern,(routine),No,,No,No,Note the masque costumes.eml,Note: the masque costumes
CROWN00001803,King Henry VIII,routine,request,(routine),No,,No,No,The tiltyard schedule  for approval.eml,The tiltyard schedule — for approval
CROWN00001804,Queen Catherine Parr,routine,approval,(routine),No,,No,No,Re Note the masque costumes.eml,Re: Note: the masque costumes
CROWN00001805,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001806,Archbishop Thomas Cranmer,routine,request,(routine),No,,No,No,Note the Garter ceremony arrangements.eml,Note: the Garter ceremony arrangements
CROWN00001807,Archbishop Thomas Cranmer,routine,request,(routine),No,,No,No,Invoice_rtn-00674.xlsx,Account — the Garter ceremony arrangements
CROWN00001808,Queen Catherine Parr,loose,docx,(loose),No,,No,No,Personal_Memorandum_catherine_parr061.docx,Personal Memorandum
CROWN00001809,King Henry VIII,routine,request,(routine),No,,No,No,The subsidy assessment for norfolk  for approval.eml,The subsidy assessment for norfolk — for approval
CROWN00001810,Queen Catherine Parr,noise,spam_food,(noise),No,,No,No,Hungry After the Hunt We Deliver to Every Palace.eml,Hungry After the Hunt? We Deliver to Every Palace
CROWN00001811,Queen Catherine Parr,routine,report,(routine),No,,No,No,The purveyance of venison.eml,The purveyance of venison
CROWN00001812,Queen Catherine Parr,loose,docx,(loose),No,Internal - Privy Council,No,No,Draft_Proclamation_catherine_parr042.docx,Draft Proclamation touching repairs to the royal barge
CROWN00001813,King Henry VIII,noise,bounce,(noise),No,,No,No,Undeliverable Repairs To The Royal Barge.eml,Undeliverable: Repairs To The Royal Barge
CROWN00001814,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,the Kings physicians reports  for your consideration.eml,the King's physicians' reports — for your consideration
CROWN00001815,Archbishop Thomas Cranmer,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001816,Queen Catherine Parr,loose,png,(loose),No,,No,No,Portrait_catherine_parr017.png,Portrait of a Lady-in-Waiting
CROWN00001817,Archbishop Thomas Cranmer,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001818,Archbishop Thomas Cranmer,routine,request,(routine),No,,No,No,The royal stables accounts quarterly.eml,The royal stables accounts (quarterly)
CROWN00001819,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,A word about the New Years gifts.eml,A word about the New Year's gifts
CROWN00001820,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,Re A word about the New Years gifts.eml,Re: A word about the New Year's gifts
CROWN00001821,Archbishop Thomas Cranmer,routine,concern,(routine),No,,No,No,Re the royal barge repairs.eml,Re: the royal barge repairs
CROWN00001822,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001823,Archbishop Thomas Cranmer,narrative,succession,Succession,No,,No,No,the Princes household  for your consideration.eml,the Prince's household — for your consideration
CROWN00001824,King Henry VIII,routine,approval,(routine),No,Confidential,No,No,Note the works at Greenwich Palace.eml,Note: the works at Greenwich Palace
CROWN00001825,Queen Catherine Parr,routine,request,(routine),No,,No,No,Note the tiltyard schedule.eml,Note: the tiltyard schedule
CROWN00001826,King Henry VIII,routine,report,(routine),No,,No,No,The new years gift roll  for approval.eml,The new year's gift roll — for approval
